gene,log2FoldChange,pvalue,padj
DNAJC19,-1.367902587,0.60776377,0.778023683
UBE4B,0.421171581,0.607806101,0.77802387
LINC01132,0.879397912,0.60808779,0.77830009
TMEM79,-0.556509838,0.60810629,0.77830009
HYLS1,0.875091925,0.608151435,0.77830386
LAMC3,-0.553152575,0.608338714,0.778489516
KIAA0319L,-0.356222565,0.608483073,0.778607909
ABCC6,0.768888499,0.608523516,0.778607909
ABCC6,0.768888499,0.608523516,0.778607909
CLP1,-0.679759537,0.608584211,0.778607909
PSG7,1.085969717,0.608691361,0.778607909
LGALS9B,0.862654309,0.608694874,0.778607909
SRRM2,0.347338038,0.608719961,0.778607909
ZNF197,-0.363249583,0.608726749,0.778607909
ZNF197,-0.363249583,0.608726749,0.778607909
ACTG1P20,-0.376109958,0.608783763,0.778621055
TMCO4,0.472501388,0.608847626,0.778621055
FZD1,-0.545166849,0.60886368,0.778621055
TRIM14,0.486003303,0.60891478,0.778632413
LARP1,-0.390997876,0.608982454,0.778664962
MBLAC2,0.471736982,0.609098343,0.778667051
SULT1A2,-1.005449815,0.609109381,0.778667051
DOCK7,0.355784588,0.609110749,0.778667051
C1S,0.339175082,0.609263544,0.778769853
DNMT3B,0.570133955,0.609327919,0.778769853
LOC145783,0.789805936,0.609330764,0.778769853
ASPN,-1.115424917,0.609360069,0.778769853
SRPK2,0.357092963,0.609431043,0.778806592
HID1,0.508482993,0.609515775,0.778850213
HAGH,-0.350701982,0.609549638,0.778850213
ZNF415,-0.363182703,0.609841678,0.779169385
NEDD9,0.518252411,0.609926115,0.779188459
MAPKAPK2,-0.339567975,0.609970699,0.779188459
LYRM9,-0.931562003,0.609983353,0.779188459
PCF11,-0.285581185,0.610057094,0.779215266
RSU1,-0.409439309,0.610127098,0.779215266
KCNH3,1.005632418,0.61015679,0.779215266
RUFY2,-0.416825055,0.610173338,0.779215266
ELAC2,0.25873321,0.610342374,0.779351471
ZDHHC24,-0.528937282,0.61036451,0.779351471
SRSF2,-0.413278254,0.610509822,0.77948305
BNIPL,0.807662287,0.610556066,0.77948813
PXK,0.363993242,0.610626145,0.779523637
SLC25A37,-0.413174623,0.610749319,0.779604355
AMY2B,-0.455584249,0.610794687,0.779604355
WASHC2C,0.376964684,0.610816187,0.779604355
CES2,-0.309070464,0.610907103,0.779653049
TM7SF2,-0.97397822,0.610938886,0.779653049
PAK1IP1,0.368543246,0.611016425,0.77969805
PAK1IP1,0.368543246,0.611016425,0.77969805
PUDP,-0.584485435,0.611106675,0.779759265
JADE3,0.442553849,0.611161108,0.77977477
TTC12,0.497229328,0.611317222,0.779891454
ADGRA2,-0.241827272,0.611337133,0.779891454
FAM83G,0.692789463,0.611424746,0.779949273
MCF2L2,0.514168749,0.611598233,0.78011662
PTPRCAP,-0.733171464,0.611690961,0.78018094
ACTRT3,0.989877461,0.611752409,0.780195613
MANEA,-0.50149953,0.611787072,0.780195613
IGFBP3,0.572350118,0.611927302,0.780304915
IPO13,-0.409921246,0.611957398,0.780304915
CNTNAP3B,0.579288494,0.612051326,0.78037073
ERP27,1.053654633,0.612220903,0.780532981
DHX57,0.275236956,0.612299661,0.780579432
SYN1,0.538132095,0.612359819,0.780602166
CCDC85B,-0.470471374,0.612443982,0.780644713
ZNF561-AS1,0.536906058,0.612571558,0.780644713
FAM66A,1.892907727,0.612611984,0.780644713
GP6,-0.840527758,0.612613324,0.780644713
GP6,-0.840527758,0.612613324,0.780644713
GP6,-0.840527758,0.612613324,0.780644713
GP6,-0.840527758,0.612613324,0.780644713
GP6,-0.840527758,0.612613324,0.780644713
GP6,-0.840527758,0.612613324,0.780644713
GP6,-0.840527758,0.612613324,0.780644713
GP6,-0.840527758,0.612613324,0.780644713
GP6,-0.840527758,0.612613324,0.780644713
GP6,-0.840527758,0.612613324,0.780644713
PNKD,-0.388165625,0.612629767,0.780644713
RTN1,-0.290303705,0.61264716,0.780644713
HOMER3,-0.434897935,0.612924131,0.780943679
MDM4,-0.339477932,0.613149275,0.781087454
TIPARP,-0.498770514,0.613160189,0.781087454
TBC1D13,0.318994792,0.613164027,0.781087454
KIF7,0.63218832,0.613238938,0.781125365
UTP3,-0.432623887,0.613278495,0.781125365
CTDSPL,-0.789267988,0.613516946,0.781347095
JRK,-0.322847042,0.61356492,0.781347095
C22orf15,1.147943268,0.613585057,0.781347095
C22orf15,1.147943268,0.613585057,0.781347095
SLC25A46,-0.338218577,0.613636445,0.781347095
SLC47A2,-1.150281802,0.613720899,0.781347095
LAGE3,0.461503677,0.61374773,0.781347095
ATP7B,0.287336892,0.613749139,0.781347095
PRKX,-0.271078553,0.613981637,0.781577575
KCTD7,-0.56470437,0.614014937,0.781577575
ZCCHC14,0.327765697,0.614059489,0.781580342
HCG27,-0.964749966,0.614237224,0.781735719
HCG27,-0.964749966,0.614237224,0.781735719
HCG27,-0.964749966,0.614237224,0.781735719
HCG27,-0.964749966,0.614237224,0.781735719
HCG27,-0.964749966,0.614237224,0.781735719
HCG27,-0.964749966,0.614237224,0.781735719
HCG27,-0.964749966,0.614237224,0.781735719
FBXW4,-0.35735041,0.614266336,0.781735719
BIN3,0.451289498,0.614325026,0.781756466
LIMS3-LOC440895,0.695803145,0.614445766,0.781856165
MLEC,0.21111512,0.61450009,0.781871346
NHSL2,-0.257751179,0.614556846,0.781889619
TMEM120A,0.338893033,0.614655972,0.781919438
SYCP2L,0.961984523,0.614665077,0.781919438
NOC2L,0.397859888,0.614790892,0.782012457
RPL26,0.310282762,0.614823002,0.782012457
SP140,-0.368095851,0.615065289,0.78212778
MED27,-0.62609438,0.615151233,0.78212778
SLC17A7,0.599647365,0.615155031,0.78212778
STARD7-AS1,-0.646690689,0.615159565,0.78212778
XRN1,0.271213997,0.615161117,0.78212778
ZNF180,-0.435710848,0.615168117,0.78212778
SLC16A11,0.804680204,0.615459173,0.782443891
FLCN,0.523713956,0.615616656,0.782553964
TMEM72-AS1,0.945476985,0.615630617,0.782553964
NKAPP1,-0.861697711,0.615720307,0.782614033
NUDT5,-0.364212623,0.61589876,0.782786908
ZNF277,-0.329969606,0.616055366,0.782931995
AP2A1,-0.497110116,0.616145504,0.782945134
RBM15B,-0.271541688,0.616178366,0.782945134
YARS2,-0.462615711,0.616193061,0.782945134
ZNF83,0.293501138,0.616425422,0.783186419
STXBP2,-0.416702033,0.616551983,0.783275397
ARHGEF10L,-0.329021337,0.616580394,0.783275397
POLL,0.668355093,0.616683247,0.783330156
MTARC2,0.483129726,0.616708445,0.783330156
DENND2D,0.618266739,0.61681705,0.783414149
DUSP11,0.459034784,0.616921555,0.783476239
SGK1,-0.513935955,0.616950899,0.783476239
PTMAP11,0.81150756,0.617052689,0.783484734
CHST10,-0.643645921,0.617082379,0.783484734
SNW1,-0.386821507,0.617085032,0.783484734
N4BP1,0.258526747,0.617184908,0.783538045
SLC12A1,1.075363456,0.617224943,0.783538045
SMARCD1,0.38138607,0.617254473,0.783538045
SLC6A1-AS1,-1.009734203,0.617786255,0.784159112
HDDC2,0.480111683,0.617911693,0.784264355
ZKSCAN7,1.055460374,0.617983888,0.784292471
ZKSCAN7,1.055460374,0.617983888,0.784292471
FGFBP3,0.808374935,0.618034721,0.784292471
ZNF517,-0.508721136,0.618109244,0.784292471
YWHAEP7,-0.933459512,0.618183635,0.784292471
YWHAEP7,-0.933459512,0.618183635,0.784292471
ZC3H10,-0.557097174,0.618187898,0.784292471
METTL25,-0.461772192,0.618223964,0.784292471
CFAP53,0.778585747,0.618309935,0.784292471
RAPGEF2,-0.349837268,0.618311357,0.784292471
SNORA7B,-0.394065632,0.618316572,0.784292471
NDUFAF7,-0.474728889,0.618532456,0.78451235
SCARNA27,0.553425774,0.61866508,0.784613969
PCID2,0.434173249,0.618699327,0.784613969
RWDD3,-0.922241911,0.618740203,0.784613969
ZDHHC18,-0.354991709,0.618854788,0.784705319
ZNF585B,-0.360595842,0.619112654,0.784962895
FOXRED1,0.467789879,0.619143048,0.784962895
ADIPOR2,-0.37513584,0.619287731,0.785013836
ADIPOR2,-0.37513584,0.619287731,0.785013836
ACP3,-0.685143254,0.619333092,0.785013836
FAM118B,-0.433256688,0.61934355,0.785013836
HAUS8,0.502720557,0.619353485,0.785013836
LTN1,-0.323840498,0.61940229,0.785021745
NCBP3,0.434967807,0.619465036,0.78504732
ANKRD35,0.577766574,0.61957833,0.785136948
KCTD9,0.450685433,0.619789731,0.785275126
NLRP6,0.70911915,0.619831531,0.785275126
PTPRS,0.631129879,0.619845831,0.785275126
TAF8,0.393966593,0.619857685,0.785275126
PAQR4,0.499469281,0.619933292,0.785283699
USP32P2,1.076207621,0.62002003,0.785283699
KNSTRN,-0.437689041,0.620053083,0.785283699
NANS,-0.369598329,0.62005537,0.785283699
SLC25A21-AS1,1.093593413,0.620077347,0.785283699
APEX1,-0.295363313,0.620448726,0.785651396
EVA1C,0.360915044,0.620452886,0.785651396
RABGGTB,0.350497308,0.62070284,0.785864859
TDRD7,-0.262093543,0.620706686,0.785864859
CDK5RAP2,0.216739892,0.620999947,0.786182182
FAM219B,0.331296242,0.621251648,0.786446849
TRIR,-0.214616455,0.621503907,0.786695485
FBXW7,0.590525027,0.62155211,0.786695485
AP1G2,0.435462464,0.621576024,0.786695485
RRM2B,-0.367031323,0.621685472,0.786780015
EFEMP2,0.265607213,0.621793714,0.786863008
VAMP5,-0.42269981,0.621837419,0.786864324
PRR14,-0.28958928,0.621891528,0.786878805
CHAF1B,0.937862208,0.621990899,0.78692721
RPS19,-0.262192196,0.622027934,0.78692721
SNRNP25,-0.530251681,0.622057788,0.78692721
FXYD6,-0.567820327,0.622123213,0.786955996
EDC4,0.345804237,0.622304282,0.787088485
F9,-1.910070158,0.622318966,0.787088485
PAX8,-0.732158531,0.622415486,0.787088485
ZNF525,-0.406082671,0.622459545,0.787088485
PSPH,-0.445221852,0.622525536,0.787088485
DCAF13P3,0.639313171,0.622564899,0.787088485
ERCC5,-0.826095149,0.622584732,0.787088485
GCFC2,-0.511514988,0.622607042,0.787088485
ESRRA,0.476615088,0.622612043,0.787088485
SFTPD,0.900607729,0.622746811,0.787156645
TACR2,0.828848489,0.622824719,0.787156645
CLTB,-0.263013772,0.622832413,0.787156645
ILRUN,-0.271459349,0.622870814,0.787156645
NRDC,0.225458031,0.622892647,0.787156645
GART,-0.417732859,0.622922043,0.787156645
GART,-0.417732859,0.622922043,0.787156645
HSBP1,-0.467326698,0.62343534,0.7877513
TLE5,-0.507592082,0.623652658,0.787954244
AQP7,1.001475136,0.623681399,0.787954244
C14orf132,-0.532059326,0.62379504,0.788033731
SPATA2L,-0.679103868,0.623829772,0.788033731
FBXO48,-1.310512681,0.623943655,0.788090121
DERL2,-0.486159661,0.623959873,0.788090121
ZNF785,-0.485762619,0.624045293,0.788099088
MRPL1,0.346170809,0.624079331,0.788099088
BCL9,0.438885799,0.624095168,0.788099088
TMEM209,0.478750056,0.624193876,0.788169769
FAM114A2,-0.446893372,0.624239379,0.788173264
SH2D3C,0.394647978,0.624301784,0.788198097
APOBEC3G,-0.427086554,0.624499891,0.788394243
CRYBG3,0.236390877,0.624607538,0.788476168
CHST14,-0.449841978,0.624812076,0.788640726
PAPOLB,0.439557117,0.624823417,0.788640726
MFAP2,0.664439919,0.625074865,0.788904108
HADHB,-0.273468994,0.625171707,0.788972342
C12orf29,-0.83609872,0.625249712,0.789016793
AACSP1,1.433566168,0.62535746,0.789098771
CCDC167,-0.795872448,0.625428181,0.789134018
ZNF131,0.470684862,0.62552357,0.789200383
SKOR1,0.888246012,0.625823229,0.789524442
TGIF1,0.424666982,0.625939035,0.789616527
PAN2,0.306239856,0.625987334,0.789623445
KLHL38,0.751837883,0.626112596,0.789713378
TNFAIP8L3,-0.822374292,0.626145163,0.789713378
AXIN2,-0.339820031,0.626187087,0.789713378
SLCO4C1,0.782141377,0.626247989,0.789736182
IZUMO1,0.971734604,0.626372885,0.789839678
AFF3,-0.418877665,0.626562882,0.790025243
PCM1,-0.345392553,0.626681532,0.790117011
TPI1P2,0.954786537,0.626721345,0.790117011
DPYD,-0.424670272,0.627219299,0.790678766
S1PR5,1.222761642,0.627252671,0.790678766
MRPS25,0.331223945,0.627473818,0.790903473
EEPD1,0.353056075,0.627570632,0.790962638
SART3,-0.413786711,0.62760653,0.790962638
MGC12916,0.871945725,0.627652284,0.79096625
SH3BGRL3,-0.409859421,0.627850672,0.791162199
LOC100128770,1.20425181,0.628021409,0.79132328
C11orf49,0.445525329,0.628117743,0.791390596
LOC729683,-0.753852657,0.628835792,0.792237817
GZMH,-1.32574495,0.628909451,0.792237817
SATB2,-0.371926249,0.628919041,0.792237817
GNL2,-0.352932877,0.629177373,0.792390892
NPHP4,0.426080058,0.629244935,0.792390892
RAB36,0.709875933,0.629246575,0.792390892
TTC27,0.33892479,0.629252277,0.792390892
NXPE1,1.489897594,0.629255382,0.792390892
MBD2,-0.282958729,0.629744167,0.792952255
KIF1B,0.211904229,0.62993551,0.793139037
RMDN2,-0.421315386,0.630065677,0.793248773
CEP162,0.312356919,0.630186929,0.793347272
MPPE1,-0.355044356,0.63028325,0.793370948
TPD52,0.386806472,0.630291771,0.793370948
CRYZL2P,-0.610888085,0.630488981,0.793534698
SLC22A20P,1.082199604,0.630507914,0.793534698
SPTBN2,-0.421700733,0.630612811,0.79361256
TRAPPC2,-0.593701201,0.630898733,0.793895568
LIN7A,-0.791603959,0.630923783,0.793895568
SMG5,0.279814369,0.631239437,0.794190252
TRAF6,0.38527551,0.631247372,0.794190252
RANBP1,-0.480433641,0.631287161,0.794190252
GMDS,0.427349003,0.631533742,0.794434691
CKLF,-0.661884653,0.63160782,0.794434691
CNN3-DT,-1.033859093,0.631622541,0.794434691
TMEM97,0.592047645,0.631653761,0.794434691
ATP11A,0.339659823,0.631951287,0.794677884
MRPS11,-0.486427287,0.631969029,0.794677884
TBX3,-0.392893737,0.631976388,0.794677884
NSUN5P1,0.640135244,0.632142848,0.794808376
NSUN3,0.51477317,0.632215607,0.794808376
DNAAF9,-0.428006835,0.632233526,0.794808376
YBX1,0.24542922,0.632285651,0.794808376
MORC2,0.293621164,0.63229564,0.794808376
FAM102A,0.629741393,0.632463502,0.794963279
PCGF6,-0.51024048,0.632545281,0.794963279
BASP1,-0.330882337,0.632548182,0.794963279
TEC,0.416738008,0.632636603,0.795020228
LOC100506730,0.92746007,0.632727565,0.795080363
SENP6,0.241453461,0.632930745,0.795281492
CLCN5,0.432320859,0.63297939,0.795288431
PHETA2,-0.622177817,0.63309292,0.795376888
PACSIN2,0.223118921,0.633136745,0.795377766
ELMO1,-0.27480281,0.633299553,0.795528106
BHLHE40,0.490854906,0.633348016,0.7955348
DBNDD2,0.628873969,0.633437611,0.795593153
ZNF765,-0.415822251,0.633519125,0.79564135
LOC441455,-0.663986126,0.633661701,0.795717044
WDR5,0.38297835,0.633675808,0.795717044
FUT11,-0.413349108,0.633724809,0.795717044
UTP18,-0.315734536,0.633825169,0.795717044
COPG1,-0.477043559,0.633844151,0.795717044
ITFG2,-0.37286998,0.633858014,0.795717044
FERMT2,-0.337953516,0.633881408,0.795717044
ANAPC4,0.426252836,0.633998331,0.79579669
ITPRID1,1.322337583,0.634031153,0.79579669
BBS2,-0.403417724,0.634087357,0.795813075
KPNA5,-0.395187337,0.634214343,0.79583379
KAT6A,-0.280207795,0.63421946,0.79583379
PIK3C3,-0.215786907,0.634233316,0.79583379
UBA6,-0.309995827,0.63428733,0.79584742
FZD3,0.542373843,0.634353942,0.795876854
GBP1P1,0.579817095,0.634765818,0.79632609
SH2D2A,-0.997142122,0.634798361,0.79632609
AIMP2,-0.491339575,0.634851268,0.796338294
ZNF311,-1.180616126,0.634898827,0.796343789
ZNF311,-1.180616126,0.634898827,0.796343789
ZNF311,-1.180616126,0.634898827,0.796343789
ZNF311,-1.180616126,0.634898827,0.796343789
ZNF311,-1.180616126,0.634898827,0.796343789
ZNF311,-1.180616126,0.634898827,0.796343789
ZNF311,-1.180616126,0.634898827,0.796343789
WASF3,-0.540826809,0.635039957,0.796466639
LDHB,-0.386646636,0.635143542,0.796532679
COX19,0.488669844,0.635223654,0.796532679
CCDC190,1.422697514,0.63525444,0.796532679
LYPD3,0.570582709,0.635265368,0.796532679
TOB2P1,0.640729845,0.635363657,0.796584253
TNFRSF10D,0.323268709,0.635440922,0.796584253
STRA8,1.508269244,0.63547756,0.796584253
LANCL2,-0.378919059,0.635479267,0.796584253
CYRIB,-0.443907694,0.635584091,0.79659432
FARS2,0.507054886,0.635586999,0.79659432
RNF214,0.281000712,0.635616874,0.79659432
ALG3,0.321533101,0.635993591,0.797012284
LMNTD1,-0.798732569,0.636134293,0.797134445
SEC23A,-0.331583881,0.636255894,0.797232655
CXCL2,-0.540991368,0.636350298,0.797279793
ASH1L-AS1,0.512944602,0.636379973,0.797279793
TSPAN1,0.981926332,0.636449573,0.79731283
SLC39A14,0.748820026,0.636555987,0.797375232
VPS52,-0.325892587,0.636585855,0.797375232
VPS52,-0.325892587,0.636585855,0.797375232
VPS52,-0.325892587,0.636585855,0.797375232
VPS52,-0.325892587,0.636585855,0.797375232
VPS52,-0.325892587,0.636585855,0.797375232
VPS52,-0.325892587,0.636585855,0.797375232
VPS52,-0.325892587,0.636585855,0.797375232
GPR160,-0.445500291,0.636644419,0.797394433
ZNF721,-0.456696907,0.636731468,0.797449305
SHROOM1,0.254722536,0.63690051,0.797606851
CCDC73,1.006906499,0.637008283,0.797671419
HSPB8,-0.431210387,0.637091424,0.797671419
GARRE1,0.343425117,0.637095057,0.797671419
GARRE1,0.343425117,0.637095057,0.797671419
GARRE1,0.343425117,0.637095057,0.797671419
SLC17A3,0.850462553,0.637129298,0.797671419
PPWD1,0.465535568,0.637189653,0.797671419
GTF3A,-0.356395066,0.637247338,0.797671419
CCDC163,0.951673133,0.637254822,0.797671419
TMEFF2,1.034042195,0.637504291,0.797929531
CBX4,0.269709093,0.637599748,0.797994853
LAT,-0.80205707,0.637662194,0.798018854
MLF1,-0.619820675,0.637719277,0.79803614
A4GALT,-0.284463585,0.637819547,0.798086487
HS2ST1,-0.407965898,0.637870696,0.798086487
ALAS2,1.066714802,0.63788933,0.798086487
GFI1B,-0.953432138,0.638157581,0.798367946
PHLDA1,0.511117595,0.638841272,0.799169069
DCTN6,-0.357134694,0.639051324,0.799377616
RNF213,0.401814385,0.639277051,0.799514492
SYNC,0.599884776,0.639288564,0.799514492
TUBB2B,-0.80065614,0.639290799,0.799514492
PKN1,-0.295566844,0.639372674,0.799562668
CSNK1A1,-0.48994925,0.639716314,0.799938164
PCGF1,-0.88773253,0.639814258,0.799967366
CUL5,-0.375538541,0.639826417,0.799967366
SLC2A4RG,-0.528728488,0.639905997,0.800012629
ARRB1,0.252942918,0.640058192,0.800148663
CHORDC1P4,-0.411465013,0.640149081,0.800208045
PRDM11,0.330182318,0.640247011,0.800276219
DDX41,-0.368078504,0.640300783,0.800289194
CLEC4E,-0.884366379,0.640370089,0.800321579
ACO1,-0.285382033,0.640481436,0.800375389
VTI1B,-0.243673425,0.640499939,0.800375389
KDM3A,-0.234130046,0.641041521,0.800953612
TKFC,-0.377540404,0.641074278,0.800953612
EBPL,-0.889524393,0.641092947,0.800953612
CDC42BPB,0.369306963,0.64126066,0.801089989
CDC34,0.250212173,0.641288977,0.801089989
BTD,-0.714855926,0.641587173,0.801392785
TIMM23,0.634534685,0.641618276,0.801392785
DESI2,-0.725005794,0.641855954,0.801565121
GZMK,-1.291598953,0.64186784,0.801565121
GFPT1,0.356105934,0.641886638,0.801565121
USP29,1.130862895,0.641958305,0.80160034
PROC,1.754887128,0.642105074,0.801718908
SMG9,0.333564355,0.6421402,0.801718908
POLR2L,0.337825853,0.642235535,0.801771183
FPGS,-0.292439902,0.642307969,0.801771183
TMEM86A,-0.677993049,0.642386656,0.801771183
FXR2,0.34835976,0.64239228,0.801771183
FARSB,0.388418195,0.642399434,0.801771183
LINC01354,-0.801731002,0.642492312,0.80183284
RRP15,-0.418119732,0.642680024,0.802012835
IFIT5,-0.464106208,0.642727263,0.802017518
SUMO4,0.92718661,0.642862661,0.802095879
CORO7-PAM16,1.219128361,0.642877042,0.802095879
CORO7-PAM16,1.219128361,0.642877042,0.802095879
BPIFA1,1.725504477,0.642975543,0.80216451
METTL5,-0.357560452,0.643062474,0.802218697
KARS1,-0.348797302,0.643126563,0.802244383
ALPK1,-0.28355149,0.643396097,0.802487145
PIK3CD-AS1,0.860269662,0.643436385,0.802487145
HK1,-0.190390459,0.643541757,0.802487145
ZFYVE19,0.439913387,0.643564926,0.802487145
SERPINB5,1.392678583,0.643572071,0.802487145
ASB3,0.319277673,0.643582246,0.802487145
PRICKLE1,-0.333475603,0.643978903,0.802893231
FKBP2,0.354827869,0.643994988,0.802893231
RAB11FIP5,0.317026968,0.644187986,0.803063976
NCOR1,-0.302887241,0.644219027,0.803063976
MSI2,0.325785899,0.644359839,0.803142838
CPEB3,0.373970009,0.644369386,0.803142838
POLD4,-0.303141572,0.644572096,0.803341206
MRGPRF,-0.800165295,0.644691636,0.803408405
PPM1M,-0.458569331,0.644713138,0.803408405
GP9,0.866927205,0.644784468,0.803443007
TRAF2,-0.389089657,0.644863006,0.803486584
CD22,0.96362081,0.645453334,0.804167793
RPS6KB2,0.288510607,0.645571341,0.804260487
UBOX5,-0.406917389,0.645757168,0.804358484
MBNL3,0.516625827,0.645804426,0.804358484
FBXL12,0.38672419,0.645859855,0.804358484
NUDT19,0.363041584,0.645873638,0.804358484
ULK3,-0.303723565,0.645906895,0.804358484
FZD6,-0.23321261,0.645911682,0.804358484
FOSL1,0.440591157,0.646130716,0.804576922
HMBS,0.48110101,0.646237639,0.804655737
TTI1,0.262086762,0.646359149,0.804752703
NF1,-0.200821728,0.64651239,0.804835592
SNORD59B,-0.536580075,0.646513002,0.804835592
SLC39A11,-0.4200722,0.646632894,0.804923117
SLC39A11,-0.4200722,0.646632894,0.804923117
PEX11B,-0.411630406,0.646724882,0.804923117
RNF4,-0.363168481,0.646729407,0.804923117
SPEF2,-0.426938844,0.646757885,0.804923117
ST7L,0.500704696,0.646914436,0.805063627
LIPT1,-0.623688488,0.647202637,0.805339611
RALY,-0.214520815,0.647223539,0.805339611
SRD5A3,0.551902778,0.647348731,0.805357712
SIPA1L1,0.234271398,0.647397925,0.805357712
LRRTM2,0.482424772,0.647454699,0.805357712
DST,-0.328388645,0.647488151,0.805357712
